JP Morgan,Apple,Amazon,Walmart,Target,Microsoft
129.51930236816406,140.53076171875,88.45999908447266,147.38375854492188,151.7741241455078,243.2277374267578
130.87852478027344,142.2357940673828,90.3499984741211,147.61195373535156,152.2183380126953,246.2435760498047
130.16937255859375,141.74722290039062,89.08999633789062,144.16920471191406,150.31324768066406,244.2728271484375
132.18850708007812,144.07044982910156,90.55000305175781,146.85792541503906,148.09230041503906,251.32968139648438
132.06044006347656,145.047607421875,92.48999786376953,146.33209228515625,148.92144775390625,255.71908569335938
131.40054321289062,142.79417419433594,91.58000183105469,145.51852416992188,150.54026794433594,256.0177001953125
128.14041137695312,136.1036376953125,88.44999694824219,144.2187957763672,145.69369506835938,247.84605407714844
127.34259033203125,134.11941528320312,87.86000061035156,141.62930297851562,144.55853271484375,243.54624938964844
128.1009979248047,131.9856414794922,84.91999816894531,141.67889404296875,142.7817840576172,239.32606506347656
128.7215118408203,131.9158477783203,85.19000244140625,142.91909790039062,141.39987182617188,240.6697540283203
130.16937255859375,135.0566864013672,86.7699966430664,144.04022216796875,140.462158203125,243.28744506835938
128.6919708251953,131.84603881835938,83.79000091552734,142.3535614013672,139.5244140625,237.07662963867188
129.30262756347656,131.4771270751953,85.25,142.64129638671875,141.30116271972656,237.61410522460938
129.75570678710938,129.65243530273438,83.04000091552734,142.68096923828125,143.670166015625,235.85238647460938
130.46485900878906,125.67402648925781,81.81999969482422,140.1807403564453,143.9169464111328,233.43373107910156
131.21340942382812,129.23365783691406,84.18000030517578,141.03399658203125,146.45375061035156,239.88343811035156
132.0801544189453,129.55271911621094,84.0,140.6768341064453,147.11509704589844,238.6990203857422
133.0847930908203,124.70683288574219,85.81999969482422,142.47262573242188,149.77035522460938,238.46014404296875
134.3258056640625,125.99309539794922,85.13999938964844,142.63136291503906,150.74757385253906,228.0291290283203
134.29605102539062,124.65697479248047,83.12000274658203,142.1452178955078,152.26766967773438,221.27084350585938
136.86587524414062,129.24362182617188,86.08000183105469,145.62765502929688,158.0815887451172,223.87860107421875
136.30030822753906,129.77207946777344,87.36000061035156,143.81201171875,154.3306884765625,226.05838012695312
137.52073669433594,130.35040283203125,89.87000274658203,143.7227325439453,153.95559692382812,227.78028869628906
138.54270935058594,133.10238647460938,95.08999633789062,144.98277282714844,156.91685485839844,234.66793823242188
138.40380859375,133.0226287841797,95.2699966430664,143.67312622070312,157.68678283691406,237.39512634277344
141.89639282226562,134.3686981201172,98.12000274658203,144.1493377685547,162.47413635253906,238.1117706298828
139.70359802246094,135.54527282714844,96.05000305175781,143.27627563476562,160.0064239501953,239.22654724121094
135.5065460205078,134.81739807128906,95.45999908447266,139.7342987060547,158.75282287597656,234.70774841308594
133.70071411132812,134.87722778320312,93.68000030517578,137.7400665283203,157.045166015625,230.84588623046875
134.02813720703125,137.46966552734375,97.25,139.4366455078125,160.11500549316406,239.09715270996094
136.2010955810547,140.7002716064453,97.5199966430664,141.52015686035156,162.50375366210938,241.44610595703125
137.3719024658203,142.1161346435547,96.31999969482422,141.8971710205078,161.4376983642578,240.90863037109375
138.03668212890625,141.44808959960938,97.18000030517578,141.22250366210938,162.08917236328125,239.48532104492188
138.88998413085938,143.5419921875,99.22000122070312,141.09353637695312,164.8727569580078,246.8407745361328
139.2273406982422,145.50625610351562,102.23999786376953,142.17498779296875,166.3336181640625,247.00003051757812
138.04661560058594,142.58477783203125,100.55000305175781,141.03399658203125,166.5014190673828,241.5755157470703
138.87014770507812,143.8710174560547,103.12999725341797,142.74049377441406,169.916748046875,246.6516571044922
138.50302124023438,145.00770568847656,105.1500015258789,143.5342254638672,174.79295349121094,251.56857299804688
137.85809326171875,150.382080078125,112.91000366210938,142.49246215820312,178.68206787109375,263.3631896972656
139.9913330078125,154.05137634277344,103.38999938964844,140.59747314453125,174.47708129882812,257.14239501953125
140.81488037109375,151.2894287109375,102.18000030517578,139.57553100585938,171.59478759765625,255.56976318359375
142.53140258789062,154.20094299316406,102.11000061035156,139.87318420410156,172.50289916992188,266.3093566894531
141.52926635742188,151.4788818359375,100.05000305175781,139.11917114257812,169.57127380371094,265.4832458496094
139.32655334472656,150.4319305419922,98.23999786376953,140.40896606445312,169.1566925048828,262.38775634765625
139.9417266845703,150.80140686035156,97.61000061035156,142.5916748046875,167.8241424560547,261.8702087402344
141.45982360839844,153.6374969482422,99.54000091552734,144.7644805908203,171.08151245117188,270.0517578125
142.0849151611328,152.98838806152344,99.69999694824219,144.34779357910156,170.01870727539062,270.8978271484375
142.68023681640625,155.11544799804688,101.16000366210938,145.4193115234375,174.83609008789062,268.7325439453125
140.71566772460938,153.49769592285156,98.1500015258789,143.13735961914062,173.36602783203125,261.5781555175781
141.13238525390625,152.33929443359375,97.19999694824219,145.2903289794922,172.05491638183594,257.4971008300781
138.54270935058594,148.27490234375,94.58000183105469,146.17333984375,165.1020050048828,252.1188507080078
137.4810333251953,148.70431518554688,95.79000091552734,143.10760498046875,164.60536193847656,250.9613800048828
138.5823974609375,149.19363403320312,95.81999969482422,140.97447204589844,164.3868408203125,254.2142791748047
139.83258056640625,146.50735473632812,93.5,141.35150146484375,165.8370361328125,248.67637634277344
141.05300903320312,147.71568298339844,93.76000213623047,140.32957458496094,165.6880340576172,249.6143341064453
142.23374938964844,147.20639038085938,94.2300033569336,141.01417541503906,167.36666870117188,248.87594604492188
141.43997192382812,145.10928344726562,92.16999816894531,139.04969787597656,161.3076934814453,245.73281860351562
139.9715118408203,145.70846557617188,92.12999725341797,139.39697265625,164.82388305664062,250.562255859375
142.5413360595703,150.82138061523438,94.9000015258789,139.5656280517578,164.88348388671875,254.73312377929688
141.70787048339844,153.61752319335938,93.75,139.5457763671875,164.08885192871094,256.3096923828125
137.5405731201172,151.39060974121094,93.55000305175781,138.15676879882812,161.72486877441406,253.59561157226562
136.72695922851562,152.65884399414062,93.91999816894531,137.01580810546875,162.41021728515625,253.1466064453125
129.32504272460938,150.38198852539062,92.25,136.0930938720703,159.5595245361328,251.76962280273438
132.60926818847656,148.2948760986328,90.7300033569336,135.89466857910156,157.11607360839844,248.04774475097656
130.22796630859375,150.2621612548828,92.43000030517578,136.29153442382812,156.85781860351562,253.36611938476562
133.57171630859375,152.3792266845703,94.87999725341797,137.01580810546875,157.30479431152344,260.2211608886719
127.26124572753906,152.7786865234375,96.19999694824219,138.54371643066406,158.0596923828125,264.8609924316406
129.7318572998047,155.63473510742188,100.04000091552734,137.75669860839844,161.9533233642578,275.5975341796875
124.830322265625,154.78590393066406,98.94999694824219,138.87245178222656,158.28814697265625,278.8204650878906
126.14997100830078,157.18258666992188,97.70999908447266,140.3667755126953,162.1420440673828,271.6361999511719
129.53341674804688,159.0599822998047,100.61000061035156,139.8885955810547,161.61561584472656,273.18280029296875
126.18965911865234,157.61199951171875,98.69999694824219,138.99200439453125,156.41085815429688,271.6960754394531
125.85230255126953,158.71046447753906,98.70999908447266,140.1177215576172,155.06993103027344,277.0543518066406
123.93733978271484,160.02865600585938,98.12999725341797,141.2633819580078,155.1692657470703,279.9580078125
127.48946380615234,158.06137084960938,98.04000091552734,143.62440490722656,158.30801391601562,275.7771301269531
127.87642669677734,157.43223571777344,97.23999786376953,143.0665283203125,158.6953887939453,274.6296691894531
128.1343994140625,160.54794311523438,100.25,143.68417358398438,157.0465545654297,279.89813232421875
127.7474365234375,162.1357421875,102.0,145.1187286376953,159.1920166015625,283.4303894042969
129.2952880859375,164.67222595214844,103.29000091552734,146.89199829101562,164.51597595214844,287.6711120605469
129.14645385742188,165.9404754638672,102.41000366210938,148.12730407714844,164.9430694580078,286.6034851074219
127.41999816894531,165.40122985839844,103.94999694824219,146.67282104492188,164.9331512451172,286.5535583496094
127.61000061035156,163.53379821777344,101.0999984741211,149.1035919189453,164.12860107421875,283.7197570800781
127.47000122070312,164.43255615234375,102.05999755859375,150.2293243408203,164.46630859375,290.96392822265625
127.88999938964844,161.80618286132812,102.16999816894531,149.94041442871094,167.86329650878906,288.7587585449219
128.52000427246094,160.57789611816406,99.91999816894531,149.50209045410156,168.4394073486328,282.2130432128906
128.5,159.8788604736328,97.83000183105469,148.77484130859375,162.41021728515625,282.8716125488281
128.99000549316406,165.33131408691406,102.4000015258789,148.92428588867188,162.17184448242188,289.207763671875
138.72999572753906,164.9818115234375,102.51000213623047,147.9180908203125,159.9171142578125,285.515869140625
139.8300018310547,165.00177001953125,102.73999786376953,148.95416259765625,161.6056671142578,288.1700439453125
141.39999389648438,166.2400665283203,102.30000305175781,149.2829132080078,161.3076934814453,287.740966796875
141.22000122070312,167.39846801757812,104.30000305175781,149.4423065185547,161.4169464111328,287.8208312988281
140.80999755859375,166.4197998046875,103.80999755859375,150.398681640625,159.2019500732422,285.48590087890625
140.5399932861328,164.7920684814453,106.95999908447266,151.15579223632812,161.08917236328125,285.1366882324219
140.72999572753906,165.1016387939453,106.20999908447266,152.18190002441406,162.83734130859375,281.1553649902344
137.6699981689453,163.54379272460938,102.56999969482422,150.9964141845703,156.54991149902344,274.8192443847656
135.22999572753906,163.53379821777344,104.9800033569336,150.3389129638672,154.40443420410156,294.7257080078125
137.0500030517578,168.17738342285156,109.81999969482422,150.80712890625,157.08627319335938,304.1650695800781
138.24000549316406,169.44561767578125,105.44999694824219,150.398681640625,156.68896484375,306.58978271484375
