Date,JP Morgan,Apple,Amazon,Walmart,Target,Microsoft,Total,daily_return_rate_optimal
2010-03-01,2477.756118141858,120.71511086918576,422.23180851187425,5463.946442491106,835.3483669806934,577.5896694594824,9897.587516454201,-1.0347216771313388
2010-03-02,2465.3162870141846,120.63423882068592,425.58823518530374,5432.519210224166,826.2340748994027,566.443824127146,9836.735870270888,-1.6597388796677548
2010-03-03,2459.985958633783,120.91146127079425,426.8087304609409,5439.6186913843285,826.39371465251,566.443824127146,9840.162380529502,-1.6243392465429534
2010-03-04,2483.08644652226,121.70860397795285,435.7592015900863,5470.029690521964,846.5421133837767,569.827386089163,9926.953442085201,-0.7358406417533572
2010-03-05,2535.805519045133,126.46811412185926,437.04753089900436,5488.274717699549,855.3369535617113,569.0311196196043,10011.963954946861,0.11949658429355023
2010-03-08,2522.7734825027496,126.54320635493282,441.1159239274601,5489.289902625523,855.176538021467,569.827386089163,10004.726439521295,0.04724206653593494
2010-03-09,2512.704391625971,128.81902002089592,436.74240708009506,5480.1652926300685,845.2625817989364,573.21094805118,9976.904641207146,-0.23148821827426122
2010-03-10,2542.9140624963775,129.87023869597692,442.4720549369453,5467.217360985169,841.7446457277625,576.5947084596693,10000.8130713019,0.008130051987822578
2010-03-11,2557.7220757522045,130.2514615297838,452.88037579278364,5501.879348731255,844.4630900548382,580.7741399983007,10067.970491859165,0.6751161211102777
2010-03-12,2555.94481997739,130.8868419929555,446.91340581759124,5494.743704556177,848.780604068681,582.5652682444365,10059.83464465723,0.5947875563641635
2010-03-15,2551.2063772463557,129.29262916658715,444.57406931809726,5649.696982454285,855.0172430626428,582.9634014792158,10212.750702727182,2.0831870758420816
2010-03-16,2561.2769070671766,129.64500736422426,446.8116871003836,5707.805182305866,854.5372894204716,584.5557855834792,10284.631858841602,2.767545428443392
2010-03-17,2593.8547600657366,129.454346043106,445.2860356731235,5700.669538130787,850.3798461525898,589.7306742381041,10309.375200303448,3.0009112510944744
2010-03-18,2584.9702399010484,129.76049479082653,450.1003120732459,5702.706721304385,848.1410968719732,589.3325906149428,10305.011455556421,2.959836161967217
2010-03-19,2573.7154591334793,128.3742282908936,441.929608999694,5641.541436438245,852.2987125369964,588.9344077685454,10226.793853167854,2.2176437349189735
2010-03-22,2590.893732992188,129.81827479810207,442.3364515358109,5670.085585443554,861.5730753642484,589.1335984149802,10283.840718548885,2.7600652938636583
2010-03-23,2640.6500197321275,131.9034271429469,438.2341414907147,5697.609308506235,861.7329737130681,594.7063226346762,10364.836193219768,3.5199417185042416
2010-03-24,2661.974530907161,132.48685278173738,434.0979467616918,5666.008074486366,853.4182595744463,590.1285594147932,10338.114223926195,3.270559955157746
2010-03-25,2661.974530907161,130.91571384960608,456.7792484034645,5669.066731805922,854.6973601664328,597.2936677387527,10370.727252871338,3.574746918242374
2010-03-26,2666.7118544594955,133.37056569137965,457.89805729460767,5658.8719062096225,869.4086978464067,590.327750061228,10376.58883156274,3.6292160909109326
2010-03-29,2657.2357684107833,134.23124100075927,458.101494729023,5682.318642416782,862.8522621548055,588.9344077685454,10383.673816480697,3.69497177262774
2010-03-30,2640.6500197321275,136.22974148167796,463.0513745302798,5699.649636289825,859.3346708779148,592.5170611537611,10391.432504065588,3.7668772222929205
2010-03-31,2650.71959025692,135.7387838162143,460.30519549466885,5668.048402269957,841.1052247296255,582.9634014792158,10338.8805980466,3.277730067901446
2010-04-01,2679.183981886784,136.29906297281886,446.8794888009508,5656.834723036025,849.5800096142084,580.3759571519033,10349.15322346269,3.3737371157199854
2010-04-05,2688.6717393705053,137.7546872578671,445.7945969264481,5656.834723036025,859.6542089798418,582.5652682444365,10371.275223815124,3.5798415894178794
2010-04-06,2718.3223005391733,138.3611051294522,459.59322913964263,5660.910137586551,864.9310268880317,583.5605765255758,10425.678375808428,4.082980123347815
2010-04-07,2687.4863692450576,138.97339355139962,457.2539249728623,5635.423597697467,863.6515815017623,584.1577515719359,10366.946618540485,3.539582405915272
2010-04-08,2713.5776223839557,138.59791423904463,477.90101393405035,5645.620519700428,889.7168225293515,595.502539492617,10460.91643227945,4.406080817711082
2010-04-09,2726.623728601419,139.6607379124462,474.8497110795301,5614.017713375563,890.1960865829565,603.8617498512061,10449.209727403122,4.298982785512175
2010-04-12,2736.1114860851403,139.9495744343687,478.7146990062842,5608.921348780745,895.1535387863611,603.4638150628989,10462.314462155799,4.418854583544403
2010-04-13,2720.0985970179595,140.03045555636214,475.1887519150798,5578.33634789018,902.8288319268459,606.0511601669754,10422.534144473404,4.054044233546182
2010-04-14,2830.399733395728,141.9134504636914,489.15693687876296,5570.18185007747,907.3063304880791,613.4154095257514,10552.373710829483,5.234592007129214
2010-04-15,2835.1437720202603,143.7790696307674,494.37802348228865,5518.191488966668,905.0675812074625,614.4105689720367,10510.970504279483,4.86130661361333
2010-04-16,2701.1243611118875,142.90120005100664,482.0033239791465,5516.152733488074,895.3135233337515,610.4297327404236,10347.92487470429,3.3622671107209188
2010-04-19,2691.635964097481,142.71050243591395,482.8848107519476,5544.695834290052,896.5927101243087,617.7940317108176,10376.31385341052,3.6266622109433775
2010-04-20,2720.694319851439,141.27809722100048,488.88569774378044,5557.950365409239,897.7119985660463,624.1630720116905,10430.683550803195,4.129006011020556
2010-04-21,2689.2655436119285,149.72847772601102,496.4461208468001,5552.850332102761,910.3441405199401,623.5658969653305,10422.200511772771,4.05097283722244
2010-04-22,2653.090650273158,153.91621259691556,508.85473736658264,5554.888039378025,921.0578470822812,624.7602966696686,10416.567783366632,3.999088682855952
2010-04-23,2664.952025895859,156.43452445296128,486.9532037804034,5558.967122640208,926.4947357364324,616.2017964414085,10410.003408947272,3.9385521103180507
2010-04-26,2602.6857195355196,155.66639877835092,498.7515726623673,5509.015517007999,928.2541347648734,619.1874236151184,10313.560766364228,3.0402765200826662
2010-04-27,2514.9221241603764,151.35743295939227,481.49476272582194,5509.015517007999,906.1868696492,614.0124357372573,10176.989142240047,1.7391110451857261
2010-04-28,2577.186991576674,151.1032481095466,472.44260521218257,5465.179653709906,905.2275657548529,615.2066866067413,10186.346750969904,1.8293776515330442
2010-04-29,2609.210531353636,155.16967944444818,480.51158956852686,5474.354053363578,917.0605607589316,616.9979140761131,10253.304328565233,2.4704653294991017
2010-04-30,2525.00352600285,150.80864991918503,464.814348075882,5468.238835131127,909.3850952213054,607.8423876363471,10126.092841986696,1.2452269987479085
2010-05-03,2581.3385050211537,153.84690925276186,466.1365620687268,5478.434184829092,911.3037892085703,614.2115271604561,10205.271477540762,2.011425937982296
2010-05-04,2518.480472894118,149.41663082430668,440.16663545409176,5506.976761529405,888.7572600392921,599.6822190893386,10103.479979830552,1.0242013646498997
2010-05-05,2527.9683902605107,147.8628313384542,443.89601997971147,5583.433236586664,896.432466981206,594.1092468115523,10193.7021919581,1.9002143510815468
2010-05-06,2420.0418313177497,142.23689329022272,436.36948156061857,5426.441727311628,879.8023491153962,576.7935518247778,9881.685834420394,-1.197307499571444
2010-05-07,2417.07712694276,136.23555759107867,423.72354292249395,5341.828658034998,868.2888060146736,561.4679772841016,9748.621668790105,-2.578603824730142
2010-05-10,2487.6440619519885,146.70761227967463,445.11651525534865,5360.178505545672,906.1868696492,575.9975830249273,9921.831147706811,-0.7878470327652577
2010-05-11,2463.923708946657,148.16899823316194,442.3025345191705,5347.943876267448,899.9506616480921,574.8032329322073,9877.093012546737,-1.2443639773072346
2010-05-12,2472.225616656917,151.3862594485748,453.8635812827924,5381.063956913786,913.5424522906162,585.9488302064535,9958.030696799138,-0.42146187814374136
2010-05-13,2420.0418313177497,149.2317765390955,445.7267952258809,5372.862289951186,880.6019270580653,581.9683412561667,9850.432961348144,-1.5183803517950558
2010-05-14,2365.486026666317,146.6094280053768,435.7592015900863,5344.150952514598,882.2010829434033,575.7982931552565,9750.004984875039,-2.5640501262591266
2010-05-17,2362.5208426433132,146.84049359351735,437.04753089900436,5406.69672116753,896.2726548309571,575.9975830249273,9825.37582615925,-1.7772772963638253
2010-05-18,2313.894606624531,145.76611936275683,428.1309767864994,5507.181685280596,869.6476402846429,571.798902178496,9836.41993051752,-1.6630041279039935
2010-05-19,2335.24214090424,143.44410346735793,422.4012965969354,5438.482438973637,866.6003484099948,564.6014470795739,9770.77177543174,-2.3460605757330697
2010-05-20,2243.3268722019457,137.3330057160763,405.8564853481299,5260.07194283506,846.5511642337099,542.0093580676623,9435.148828402584,-5.98666944073045
2010-05-21,2374.974583563395,139.96690480715392,416.0614011022666,5267.249515143374,871.7326975135369,536.6113659667069,9606.596468096432,-4.095139555513362
2010-05-24,2290.1744135018707,142.53141889263546,414.0271884216819,5229.31031968324,870.7704628677828,525.2153292445894,9472.029132611799,-5.57399961503938
2010-05-25,2309.149129055957,141.6419533880477,423.31670038637697,5155.486407291527,875.4217377477333,521.2167320537176,9426.232659923358,-6.08692105082525
2010-05-26,2299.662011102921,141.00081125643692,417.7226559306611,5128.826403773504,859.5431852206614,500.024335621598,9346.779402905782,-6.988723804598821
2010-05-27,2396.9146430231563,146.33794907672032,429.5549094965519,5198.551841141411,887.1302620155881,519.8171386971617,9578.30674345059,-4.402586676791819
2010-05-28,2347.1015979348845,148.37688104514217,425.35088073424805,5184.196696524783,874.6195738479406,515.8185415062899,9495.464171593288,-5.313440388897295
2010-06-01,2285.4302149946675,150.65848360002514,417.82437464786875,5221.10970092397,864.6755343242036,517.6180045042565,9457.316312994992,-5.738241897009646
2010-06-02,2345.323382864042,152.46064275282896,428.23266317099336,5303.137376684945,872.0537009911673,529.0137435566656,9630.221510020641,-3.8397713863028713
2010-06-03,2318.638965014406,151.98125379171145,436.5390019783934,5303.137376684945,873.8178409410017,537.0111363848815,9621.125574795338,-3.9379428348508947
2010-06-04,2230.873610929878,147.84549189217537,416.2309215200415,5167.78916978626,846.8719953141987,515.6186562972025,9325.229845739756,-7.235962710007758
2010-06-07,2177.5036560519065,144.94587554088034,413.6542629022054,5202.653984876875,834.0405622646332,505.6222129316409,9278.420554568143,-7.776964206225722
2010-06-08,2240.3624875922987,144.01595132830866,402.90690121081735,5206.753508104011,840.7767219763361,502.0234357705618,9336.839005982334,-7.102628561901529
2010-06-09,2201.2238491745666,140.4751746984156,399.7539119718032,5228.284128622292,839.9748166722558,495.62576956607927,9305.337650705413,-7.465203041202111
2010-06-10,2270.6057338236906,144.69760660886502,417.7226559306611,5251.869227669129,859.8637577054378,499.82410313118436,9444.583084868967,-5.880798656119149
2010-06-11,2258.744997731675,146.4303898295663,417.11240829284253,5214.955699168277,861.4674821150279,513.0196028512685,9411.730579988658,-6.250385250743642
2010-06-14,2213.676790681292,146.8751452655942,419.82467031181307,5253.920561587694,866.9208346962004,509.82059610836404,9411.038598650957,-6.258197702360572
2010-06-15,2268.233554628753,150.0000020221355,430.029553733236,5294.934661519013,875.7423964310806,531.4131102399846,9550.353278574203,-4.708168465710667
2010-06-16,2284.2450047518914,154.36678414234413,430.2329588349377,5227.260033968006,869.0059781236653,526.2148545132623,9491.325614334106,-5.359360813600956
2010-06-17,2279.5008062446877,157.03526231754978,426.8087304609409,5271.352182980503,868.0439158750528,527.2145286167893,9529.955426495522,-4.932285120638038
2010-06-18,2323.382683873595,158.3059869499188,426.6053253592393,5285.708375800462,860.8260785497627,528.6141715849632,9583.44262211794,-4.346636113004649
2010-06-21,2304.999214438191,156.05338328059685,415.48503814837477,5231.361653601804,848.3155627792568,518.8176134284889,9475.032465676713,-5.540535467556219
2010-06-22,2272.9772734879425,158.1789580394512,414.6713530761409,5196.501031324512,838.5314216043394,515.2188858790278,9396.078923411413,-6.4273733917224405
2010-06-23,2306.185224094324,156.51546001591635,411.7556859554688,5209.829984880193,844.7869380853047,506.0221321846697,9435.095425215875,-5.98726933141959
2010-06-24,2255.1871286459473,155.37757132992203,401.1778446818556,5129.8536430377835,813.6707194050011,499.82410313118436,9255.091010231694,-8.048640353128803
2010-06-25,2338.8006495206528,154.04904854329024,410.23003452820865,5003.731197755985,809.9817653693755,490.427513839357,9207.220209556868,-8.610414135856596
2010-06-28,2285.4302149946675,154.97320201392924,399.38095411961297,5082.68554135077,800.6790432123329,486.02889817222024,9209.177853863534,-8.587326237864875
2010-06-29,2197.6661399715103,147.96688616311437,368.223825585379,5013.987343247141,785.922882275547,466.0361602759511,8979.803237518643,-11.361014662535773
2010-06-30,2170.9807628258463,145.2867031811585,370.42752635102494,4928.8826666083205,788.6492568711354,460.03821487802526,8864.26513071551,-12.812510146487611
2010-07-01,2142.477679589514,143.5250027363386,376.1910912245157,4956.5667647806295,795.7066786561811,463.036989130516,8877.504206117696,-12.644272171775087
2010-07-02,2127.6325735539317,142.63551001127004,370.020683814908,4921.704570198342,794.4235267313675,465.2364706047476,8821.653334914567,-13.357435622886483
2010-07-06,2157.3227856250965,143.6116546002647,373.1397883699954,4980.149767420805,800.8392001568649,476.23253846221814,8931.295734635245,-11.965836728710665
2010-07-07,2265.3970761561923,149.4108782293612,384.5652317324829,5016.037104860709,808.8590289848063,485.82916179798696,9110.098481761539,-9.768297456059848
2010-07-08,2265.990080984259,149.0758031840285,394.0242317822392,5042.697108378732,802.2828538204936,488.0283456025103,9142.098423752263,-9.384077226939551
2010-07-09,2306.963852703837,149.959579608126,397.5501788734436,5068.328824429145,799.5559620334805,485.2293573358708,9207.587754983904,-8.606078661451532
2010-07-12,2327.1538364429143,148.6137445956962,405.17843600974413,5139.079404654669,788.4892723237449,496.42536001404676,9304.940054040815,-7.469794989784405
2010-07-13,2403.7550632345333,145.4426493157447,419.2143903412808,5182.14641080955,800.1977103930288,502.4232558003545,9453.179479894492,-5.784514313607524
2010-07-14,2396.0357679787016,145.97985457811217,418.0277797495704,5162.663979599841,796.3482546185879,508.6211856306038,9427.676822155418,-6.070670310840506
2010-07-15,2402.567934399701,145.24055539268434,413.82378331998024,5168.816933152204,814.6329540507552,510.0205309290694,9455.102691244394,-5.7629972571338595
2010-07-16,2315.872035503886,144.34521026424068,401.720290619107,5092.938018130269,806.4532268739941,497.6249193266611,9258.953700718157,-8.003564152441577
2010-07-19,2318.2458135255365,141.84998137592564,406.63628573643706,5077.55825475769,805.6510629742014,504.4228024538807,9254.364200823671,-8.057126162270151
2010-07-20,2353.2805835348536,145.49460414012594,407.17873167368845,5217.007033086841,818.4824960237669,509.42087530180737,9450.864323761083,-5.810428098711505
2010-07-21,2281.4302703226354,146.8520260038891,398.1265418273354,5162.663979599841,804.6889145270181,502.2235194261213,9295.98525170684,-7.573320409086218
2010-07-22,2336.6548641883583,149.61301751988958,407.07701295648076,5214.955699168277,825.3794160699974,516.6182807891115,9450.298290692113,-5.816765697748427
2010-07-23,2365.157627659348,150.14438852586915,403.00861992802504,5298.010614193529,832.2762499176572,516.0184267153772,9564.615926939805,-4.552028815228069
2010-07-26,2394.8479996131837,149.76318383904947,401.4151668001977,5242.640845543916,847.6740730154207,521.8165861274518,9558.15785493922,-4.622670516290485
2010-07-27,2416.2262313657934,152.53577127987694,397.1094516533999,5225.212368761099,836.1255332949564,523.0160462168301,9550.225402571956,-4.709570491466247
2010-07-28,2394.254834902446,150.73354861261788,397.1094516533999,5242.640845543916,830.8325962540283,518.8176134284889,9534.388890394897,-4.883491904490756
2010-07-29,2387.7233080121323,149.08739910885546,396.19404786395836,5235.461700930606,826.181235175507,520.4168935476599,9515.064584638718,-5.096501563890258
2010-07-30,2391.8784987580534,148.59066162796552,399.68607793852226,5248.793799096279,823.1338571022882,516.0184267153772,9528.101321238486,-4.952704246643902
2010-08-02,2472.6373145356633,151.24766183376107,407.07701295648076,5271.352182980503,830.0307771485187,526.4148389455858,9658.759788400512,-3.5329609502173542
2010-08-03,2439.38443689863,151.29386406319685,415.0442785956174,5259.048896384105,817.6805907196864,523.0160462168301,9605.468112878067,-4.107367621084307
2010-08-04,2451.8543259685193,151.9003635962244,432.5384106505049,5290.833041885216,826.0208196352627,514.4189481497341,9667.565909885461,-3.4386534647217686
2010-08-05,2450.6665576030014,151.16102811682217,433.3859804066655,5292.882803498784,847.8339713642404,507.22164188566603,9683.151982875179,-3.2721578436976975
2010-08-06,2401.3796863861685,150.2310766837697,435.04723523506004,5310.316521298255,839.1731699638877,510.82041904674514,9646.968108613886,-3.6595113346636428
2010-08-09,2364.563183887239,151.1898818264855,436.7763240967355,5338.000095368898,855.6933846519373,512.0200279709775,9658.242897802273,-3.538501835313048
2010-08-10,2325.965588429382,149.83828514561665,440.7429984079836,5354.407098005756,849.1174680833371,501.2236964877402,9621.295134559816,-3.9361110967261532
2010-08-11,2242.8321952167644,144.51264344173057,426.8087304609409,5261.893196122493,834.2009778048777,497.02526369939903,9407.273006746205,-6.300731283430731
2010-08-12,2245.2074121824576,145.4368876473056,429.0802652598677,5201.043420458953,830.9930117942728,489.62782416815344,9341.388821511011,-7.050463170662175
2010-08-13,2226.7994806983356,143.88311538193398,422.7403374324852,5197.949648327812,814.9539575283856,487.82841078180485,9294.154950150758,-7.594504864993572
2010-08-16,2238.0822409333923,143.0398158128076,427.41901043147317,5198.983176812076,813.510217666186,489.8277093772408,9310.862171033175,-7.401439483346501
2010-08-17,2225.611552450146,145.54086988401696,436.87801048122947,5261.893196122493,816.8784268198937,496.6616105391582,9383.463666296937,-6.570455810656635
2010-08-18,2249.9576862311724,146.17618683273344,439.5563878162732,5245.391855185854,837.3489496102111,498.8725026855392,9417.303568361784,-6.187508211966659
2010-08-19,2201.2660581998052,144.33362341290731,432.50449363386446,5162.886198705991,835.7369501378249,491.23484369973886,9267.96216779013,-7.8985845966656125
2010-08-20,2205.422208241754,144.19500765110635,433.1486582883235,5179.38753964263,840.5725175621293,487.013837625189,9289.739769011132,-7.645641844114557
2010-08-23,2189.9828183167347,141.97694677193797,429.21586866100216,5274.271953358716,838.3160975745003,488.01877056022835,9361.782455243118,-6.817265278359928
2010-08-24,2150.1972946106885,138.5863999756601,422.1978914952338,5290.770673787027,830.5791724558991,483.1948344916257,9315.526266816134,-7.3476657526274565
2010-08-25,2151.3852228588776,140.29617281657954,430.06347074987644,5316.556475727082,831.2239377654253,484.40079370296735,9353.926073620809,-6.906981317729195
2010-08-26,2115.7566486081373,138.7886118541373,423.31670038637697,5256.737608039478,832.6744011161467,478.7728517523916,9246.046821756669,-8.154330091312312
2010-08-27,2173.356779204896,139.56258993212276,429.35147206213657,5259.828759662292,833.9641903309113,480.9838927336267,9317.047683925985,-7.330136532973433
2010-08-30,2128.8201820367785,140.07085982338444,419.68903457796495,5213.422177695175,818.8124641527596,475.1549741183667,9195.96969240443,-8.743290098701301
2010-08-31,2159.1041983493665,140.4174309851145,423.21498166916933,5171.1387035301395,824.6153519384948,471.73807314902604,9190.228739621312,-8.8112198653725
2010-09-01,2241.050142961809,144.59356085769844,449.18490828380436,5280.458449417667,842.023325707134,480.38101235119194,9437.691399579304,-5.958115990588121
2010-09-02,2265.990080984259,145.65637545760643,458.4066185479323,5338.21288064507,847.0198258631075,481.1848197866929,9536.47060128467,-4.860596945088747
2010-09-03,2325.965588429382,149.46862194266234,470.5439959327323,5367.089834207939,851.5329244340779,488.2197472249126,9652.820712171704,-3.5966615166748
2010-09-07,2273.116691177366,148.91409538100325,465.22119061199896,5348.529297827754,843.4737028592846,481.5868227276795,9560.841800585085,-4.593300554225655
2010-09-08,2322.9967271049372,151.86569377716035,471.7306065244427,5345.433953391616,846.0525917002475,480.9838927336267,9619.06346523203,-3.96022477806554
2010-09-09,2381.190502060448,151.95232749409925,475.9346352867465,5353.681741300776,849.7601646271643,482.5918052743369,9695.11117604357,-3.1447687233314237
2010-09-10,2361.0009979693846,152.1487686306438,482.91872776858804,5359.87138196972,855.2402387652824,479.3759305812985,9690.556045684916,-3.1932528211616256
2010-09-13,2441.759813746995,154.24543523887314,491.835281881093,5384.62260722218,857.3353812269592,504.7015701356533,9834.500089451754,-1.6828502622696098
2010-09-14,2418.0073243247202,154.83463161959628,494.14070136394656,5431.034430205951,866.3616645674709,503.09350876008904,9867.472260841772,-1.3430768859026938
2010-09-15,2433.445754953712,156.08225513724742,493.12361119001105,5451.661499452998,866.5230282919941,504.9024971887195,9905.738646214682,-0.951583290775961
2010-09-16,2434.039878960478,159.7501060450761,502.20968572029085,5481.569360991804,869.7465962439123,509.1233544284152,9956.438982389976,-0.437516040494683
2010-09-17,2378.815444977426,159.05701816257766,502.85385037474987,5467.130360108704,866.2005594386602,506.9122638355621,9880.96949689768,-1.2046439687896011
2010-09-20,2445.9166033196293,163.5969406877536,512.9570474116789,5521.789971001635,880.0623240049057,511.13326991011195,10035.456156335715,0.3533088659186845
2010-09-21,2410.286750007518,163.90890554487484,511.0245534483018,5524.885839539438,871.51978704368,505.50547679439035,9987.131312378204,-0.1288526927231319
2010-09-22,2371.689474315004,166.20785661953022,514.7539056412078,5550.669020971166,872.0032748272538,494.6517446690795,9969.97527704324,-0.30115142838811465
2010-09-23,2321.8099180354475,166.88361412924343,518.212051031845,5533.13677205859,866.6842196193757,491.03366858858243,9897.760243463084,-1.0329585080062673
2010-09-24,2360.4067140799475,168.8474266441109,544.9278610181467,5577.48311037883,887.3155027442207,498.06859602680214,10037.049210892057,0.36912453165870357
2010-09-27,2320.621989787258,168.17743987633037,540.3170220524396,5515.604523146015,876.6774785270351,497.0636630917628,9918.462116480841,-0.8220819171519625
2010-09-28,2312.9022148834124,165.69371617790623,541.4358309435827,5550.669020971166,878.9343295075181,496.0585317102513,9945.693644193834,-0.5460288417175139
2010-09-29,2280.835506785184,165.98836880922943,539.0286927435216,5502.1964302388515,862.9770776853128,492.4405548529903,9843.466631115089,-1.5902260326672857
2010-09-30,2260.0523583353684,163.89732776703508,532.4853598144374,5519.7302514564235,861.3651644114974,492.23962779992405,9829.770089584685,-1.7317791653711592
2010-10-01,2304.589275268829,163.186873217777,521.1277504852308,5503.226814113123,861.8488245922128,490.028636430307,9844.00817410748,-1.5846373055928742
2010-10-04,2315.88546564828,160.94575659135876,526.8234813254406,5524.885839539438,861.0426955581636,480.58179056940406,9870.165029232086,-1.3154285706812856
2010-10-05,2356.91247829742,166.8951919070832,545.4025052548309,5569.232701961343,874.2597810134537,489.4258552711084,10002.12851370524,0.02128060744595812
2010-10-06,2372.3713739083455,167.03956933732323,526.8573983420811,5626.987133188746,871.51978704368,491.03366858858243,10055.808930408759,0.554991953357373
